token_id	sentence_id	token	BIO_NER_tag
115	12	JFK	B-PERSON
116	12	,	O
117	12	the	O
118	12	owners	O
119	12	informed	O
120	12	me	O
121	12	it	O
122	12	's	O
123	12	'	O
124	12	double-pawed	O
125	12	'	O
126	12	polydactyl	O
127	12	,	O
128	12	which	O
129	12	is	O
130	12	""""	O
131	12	a	O
132	12	form	O
133	12	of	O
134	12	retardation	O
135	12	in	O
136	12	the	O
137	12	animal	O
138	12	kingdom	O
139	12	""""	O
140	12	@vogueglamGIRL	O
141	12	Ah	O
142	12	I	O
143	12	know	O
144	12	!	O
145	13	She	O
146	13	is	O
147	13	simply	O
148	13	the	O
149	13	best	O
150	13	in	O
151	13	The	O
152	13	Sept	O
153	13	Issue	O
154	13	.	O
155	14	My	O
156	14	boyfriend	O
157	14	's	O
158	14	aunt	O
159	14	worked	O
160	14	for	O
161	14	Anna	B-PERSON
162	14	Wintor	I-PERSON
163	14	in	O
164	14	NY	O
165	14	.	O
166	15	Time	O
167	15	to	O
168	15	begin	O
169	15	looking	O
170	15	for	O
171	15	somewhere	O
172	15	to	O
173	15	live	O
174	15	around	O
175	15	Coolum	B-GEO-LOC
176	15	.	O
177	16	Sun	O
178	16	,	O
179	16	sand	O
180	16	,	O
181	16	surf	O
182	16	and	O
183	16	bikinis	O
184	16	.	O
185	17	Looking	O
186	17	forward	O
187	17	to	O
188	17	my	O
189	17	new	O
190	17	phase	O
191	17	in	O
192	17	life	O
193	17	.	O
194	18	Costa	O
195	18	Rican	O
196	18	group	O
197	18	CocoFunka	B-MUSICARTIST
198	18	power	O
199	18	this	O
200	18	week	O
201	18	's	O
202	18	Indiesent	B-TVSHOW
203	18	Exposure	I-TVSHOW
204	18	http://ht.ly/2G4nS	O
205	19	by	O
206	19	@fuseboxradio	O
207	19	on	O
208	19	@planetill	O
209	19	@Phoebe1_	O
210	19	and	O
211	19	i	O
212	19	also	O
213	19	loved	O
214	19	the	O
215	19	last	O
216	19	years	O
217	19	eurovision	O
218	19	entry	O
219	19	!!	O
220	20	hoppaa	O
221	20	!	O
222	21	they	O
223	21	were	O
224	21	cool	O
225	21	too	O
226	21	!!	O
227	22	@Mys_Perdita	O
228	22	ha	O
229	22	ye	O
230	22	theyr	O
231	22	may	O
232	22	be	O
233	22	severe	O
234	22	consiquences	O
235	22	of	O
236	22	our	O
237	22	meeting	O
238	22	like	O
239	22	the	O
240	22	waypeople	O
241	22	talk	O
242	22	bout	O
243	22	theday	O
244	22	sum1	O
245	22	told	O
246	22	adolf	O
247	22	he	O
248	22	wasnt	O
249	22	blond	O
250	22	enuf	O
251	22	:	O
252	22	S	O
253	22	When	O
254	22	the	O
255	22	last	O
256	22	time	O
257	22	you	O
258	22	ran	O
259	22	into	O
260	22	Rick	B-PERSON
261	22	Ross	I-PERSON
262	22	and	O
263	22	Drake	B-PERSON
264	22	twice	O
265	22	in	O
266	22	the	O
267	22	same	O
268	22	day	O
269	22	at	O
270	22	2	O
271	22	diff	O
272	22	video	O
273	22	shoot	O
274	22	locations	O
275	22	.	O
276	23	Today	O
277	23	I	O
278	23	did	O
279	23	!	O
280	24	Aggressive	O
281	24	Kids	O
282	24	With	O
283	24	ADHD	B-OTHER
284	24	May	O
285	24	Not	O
286	24	Need	O
287	24	Antipsychotic	O
288	24	Meds	O
289	24	http://t.co/JfGm0uH	O
290	25	Today	O
291	25	I	O
292	25	got	O
293	25	a	O
294	25	promotion	O
295	25	at	O
296	25	work	O
297	25	,	O
298	25	and	O
299	25	tomorrow	O
300	25	I	O
301	25	'm	O
302	25	going	O
303	25	home	O
304	25	to	O
305	25	Wisconsin	B-GEO-LOC
306	25	for	O
307	25	a	O
308	25	few	O
309	25	days	O
310	25	.	O
311	26	So	O
312	26	content	O
313	26	with	O
314	26	life	O
315	26	right	O
316	26	now	O
317	26	.	O
318	27	:)	O
319	27	Columbus	B-GEO-LOC
320	27	,	O
321	27	GA	B-GEO-LOC
322	27	:	O
323	27	@TimmNintey146	O
324	27	and	O
325	27	'll	O
326	27	be	O
327	27	mixing	O
328	27	an	O
329	27	80	O
330	27	's	O
331	27	and	O
332	27	other	O
333	27	throwbacks	O
334	27	dance	O
335	27	party	O
336	27	tonight	O
337	27	at	O
338	27	eighty-five	O
339	27	.	O
340	28	Come	O
341	28	kickit	O
342	28	!	O
343	29	Oh	O
344	29	before	O
345	29	I	O
346	29	forget	O
347	29	good	O
348	29	luck	O
349	29	also	O
350	29	to	O
351	29	the	O
352	29	cherry	O
353	29	and	O
354	29	whites	O
355	29	against	O
356	29	London	B-SPORTSTEAM
357	29	Irish	I-SPORTSTEAM
358	29	.	O
359	30	Only	O
360	30	a	O
361	30	win	O
362	30	will	O
363	30	do	O
364	30	.	O
365	31	Gives	O
366	31	me	O
367	31	more	O
368	31	excuses	O
369	31	to	O
370	31	celebrate	O
371	31	!	O
372	32	Yo	O
373	32	kids	O
374	32	!	O
375	33	Today	O
376	33	's	O
377	33	ACF	B-OTHER
378	33	Friday	I-OTHER
379	33	Large	I-OTHER
380	33	Group	I-OTHER
381	33	is	O
382	33	at	O
383	33	PITT	B-FACILITY
384	33	University	I-FACILITY
385	33	!	O
386	34	It	O
387	34	's	O
388	34	at	O
389	34	Cathedral	B-FACILITY
390	34	of	I-FACILITY
391	34	Learning	I-FACILITY
392	34	G24	I-FACILITY
393	34	at	O
394	34	7pm	O
395	34	!	O
396	35	Be	O
397	35	sure	O
398	35	to	O
399	35	check	O
400	35	it	O
401	35	out	O
402	35	!	O
403	36	dude	O
404	36	got	O
405	36	gucci	B-COMPANY
406	36	symbol	O
407	36	tatted	O
408	36	all	O
409	36	over	O
410	36	his	O
411	36	face	O
412	36	http://mediacheckout.blogspot.com/2010/09/nuh-uhhhhhhh-yesterday-we-showed-you.html	O
413	37	RT	O
414	37	@DaymiCarolina	O
415	37	:	O
416	37	Yayaayayay	O
417	37	kings	B-MUSICARTIST
418	37	of	I-MUSICARTIST
419	37	leon	I-MUSICARTIST
420	37	tonight	O
421	37	!!!	O
422	38	RT	O
423	38	@therbertson	O
424	38	:	O
425	38	Just	O
426	38	saw	O
427	38	the	O
428	38	worst	O
429	38	movie	O
430	38	in	O
431	38	years	O
432	38	...	O
433	39	Piranha	B-MOVIE
434	39	3D	I-MOVIE
435	39	just	O
436	39	exceeded	O
437	39	the	O
438	39	limits	O
439	39	of	O
440	39	crappyness	O
441	39	.	O
442	40	|	O
443	40	Glad	O
444	40	you	O
445	40	enjoyed	O
446	40	it	O
447	40	.	O
448	41	@pjames	O
449	41	Add	O
450	41	a	O
451	41	little	O
452	41	Belanger	O
453	41	,	O
454	41	and	O
455	41	you	O
456	41	've	O
457	41	got	O
458	41	it	O
459	41	!	O
460	42	Of	O
461	42	course	O
462	42	...	O
463	43	after	O
464	43	his	O
465	43	household	O
466	43	items	O
467	43	arrive	O
468	43	from	O
469	43	D	O
470	43	.	O
471	44	C	O
472	44	.	O
473	45	@bookpage	O
474	45	We	O
475	45	should	O
476	45	've	O
477	45	scheduled	O
478	45	a	O
479	45	meeting	O
480	45	with	O
481	45	Trisha	B-PERSON
482	45	in	O
483	45	Paris	B-GEO-LOC
484	45	for	O
485	45	this	O
486	45	week	O
487	45	...	O
488	46	#deau	O
489	46	@BenArch	O
490	46	100-	O
491	46	Tim	B-PERSON
492	46	Bulmer	I-PERSON
493	46	had	O
494	46	a	O
495	46	100%	O
496	46	likelihood	O
497	46	of	O
498	46	getting	O
499	46	his	O
500	46	YPF	O
501	46	detail	O
502	46	form	O
503	46	in	O
504	46	this	O
505	46	week	O
506	46	.	O
507	47	Punctuality	O
508	47	.	O
509	48	RT	O
510	48	@ajc	O
511	48	:	O
512	48	Today	O
513	48	's	O
514	48	the	O
515	48	102nd	O
516	48	birthday	O
517	48	of	O
518	48	the	O
519	48	American	B-OTHER
520	48	Professional	I-OTHER
521	48	Football	I-OTHER
522	48	Association	I-OTHER
523	48	we	O
524	48	call	O
525	48	it	O
526	48	the	O
527	48	NFL	B-OTHER
528	48	.	O
529	49	First	O
530	49	draft	O
531	49	choice	O
532	49	:	O
533	49	Brett	B-PERSON
534	49	Favre	I-PERSON
535	49	.	O
536	50	A	O
537	50	FUN	O
538	50	movie	O
539	50	for	O
540	50	the	O
541	50	kids-	O
542	50	Alpha	B-MOVIE
543	50	&	I-MOVIE
544	50	Omega	I-MOVIE
545	50	PG	O
546	50	Friday	O
547	50	5:00	O
548	50	,	O
549	50	7:00	O
550	50	,	O
551	50	8:45	O
552	50	,	O
553	50	Saturday-	O
554	50	1:30	O
555	50	,	O
556	50	3:15	O
557	50	,	O
558	50	5:00	O
559	50	,	O
560	50	7:00	O
561	50	,	O
562	50	8:45	O
563	50	,...	O
564	51	http://fb.me/IiraJpe3	O
565	52	I	O
566	52	may	O
567	52	have	O
568	52	been	O
569	52	wrong	O
570	52	about	O
571	52	Murkowski	B-PERSON
572	52	,	O
573	52	look	O
574	52	like	O
575	52	she	O
576	52	's	O
577	52	going	O
578	52	to	O
579	52	turn	O
580	52	Friday	O
581	52	news	O
582	52	dump	O
583	52	on	O
584	52	its	O
585	52	head	O
586	52	.	O
587	53	three-way	O
588	53	race	O
589	53	reportedly	O
590	53	ahead	O
591	53	in	O
592	53	AK	B-GEO-LOC
593	53	.	O
594	54	RT	O
595	54	@HippoArmy	O
596	54	:	O
597	54	Thousands	O
598	54	of	O
599	54	angry	O
600	54	masturbators	O
601	54	marched	O
602	54	against	O
603	54	Christine	B-PERSON
604	54	O'Donnell	I-PERSON
605	54	today	O
606	54	http://bit.ly/9nTWQw	O
607	55	Seriously	O
608	55	.	O
609	56	Beer	O
610	56	after	O
611	56	golf	O
612	56	??	O
613	57	Give	O
614	57	me	O
615	57	a	O
616	57	hell	O
617	57	yeah	O
618	57	!!	O
619	58	@	O
620	58	White	B-FACILITY
621	58	Eagle	I-FACILITY
622	58	http://4sq.com/b5Wloc	O
623	59	RT	O
624	59	@eljmayes	O
625	59	:	O
626	59	Ladbrokes	O
627	59	Labour	O
628	59	Leadership	O
629	59	Market-	O
630	59	http://bit.ly/cD3Rn8	O
631	60	Ed	B-PERSON
632	60	Miliband	I-PERSON
633	60	's	O
634	60	odds	O
635	60	have	O
636	60	shortened	O
637	60	significantly	O
638	60	in	O
639	60	the	O
640	60	last	O
641	60	week	O
642	60	.	O
643	61	;	O
644	61	I	O
645	61	can	O
646	61	upgrade	O
647	61	to	O
648	61	a	O
649	61	BlackBerry	B-PRODUCT
650	61	in	O
651	61	November	O
652	61	!!	O
653	62	Yesss	O
654	62	.	O
655	63	<	O
656	63	3	O
657	63	BB	B-PRODUCT
658	63	Bold	I-PRODUCT
659	63	,	O
660	63	here	O
661	63	I	O
662	63	come	O
663	63	!	O
664	64	Driving	O
665	64	,	O
666	64	driving	O
667	64	,	O
668	64	driving	O
669	64	away	O
670	64	to	O
671	64	Phil	B-GEO-LOC
672	64	.	O
673	65	Tasty	O
674	65	dinner	O
675	65	tonight	O
676	65	with	O
677	65	the	O
678	65	Society	B-OTHER
679	65	of	I-OTHER
680	65	Mining	I-OTHER
681	65	and	I-OTHER
682	65	Metallurgy	I-OTHER
683	65	Engineers	I-OTHER
684	65	.	O
685	66	moving	O
686	66	to	O
687	66	the	O
688	66	UK	B-GEO-LOC
689	66	in	O
690	66	approx	O
691	66	12	O
692	66	days	O
693	66	Lingerie	B-OTHER
694	66	football	I-OTHER
695	66	league	I-OTHER
696	66	come	O
697	66	on	O
698	66	tonight	O
699	66	On	O
700	66	Thanksgiving	B-OTHER
701	66	after	O
702	66	you	O
703	66	done	O
704	66	eating	O
705	66	its	O
706	66	#TimeToGetOut	O
707	66	unless	O
708	66	you	O
709	66	wanna	O
710	66	help	O
711	66	with	O
712	66	the	O
713	66	dishes	O
714	66	I	O
715	66	want	O
716	66	it	O
717	66	NOW	O
718	66	!	O
719	67	;)	O
720	67	RT	O
721	67	:	O
722	67	@corsairartisan	O
723	67	Pumpkin	B-PRODUCT
724	67	Moonshine	I-PRODUCT
725	67	has	O
726	67	arrived	O
727	67	in	O
728	67	Nashville	B-GEO-LOC
729	67	--	O
730	67	Give	O
731	67	it	O
732	67	a	O
733	67	week	O
734	67	to	O
735	67	get	O
736	67	it	O
737	67	in	O
738	67	stores	O
739	67	.	O
740	68	KY	B-GEO-LOC
741	68	ships	O
742	68	next	O
743	68	week	O
744	68	!	O
745	69	Check	O
746	69	this	O
747	69	video	O
748	69	out	O
749	69	--	O
750	69	Three	B-MUSICARTIST
751	69	Days	I-MUSICARTIST
752	69	Grace	I-MUSICARTIST
753	69	-	O
754	69	Break	O
755	69	Official	O
756	69	Music	O
757	69	Video	O
758	69	[	O
759	69	HQ	O
760	69	]	O
761	69	http://t.co/GOwCLQJ	O
762	70	via	O
763	70	@youtube	O
764	70	The	B-FACILITY
765	70	Metro	I-FACILITY
766	70	Sept	O
767	70	26	O
768	70	Mannie	B-PERSON
769	70	Fresh	I-PERSON
770	70	and	O
771	70	Jermaine	B-PERSON
772	70	Dupri	I-PERSON
773	70	fa	O
774	70	da	O
775	70	after	O
776	70	party	O
777	70	,	O
778	70	holla	O
779	70	at	O
780	70	me	O
781	70	fa	O
782	70	ur	O
783	70	tickets	O
784	70	Yahoo	B-COMPANY
785	70	:	O
786	70	Jackie	B-PERSON
787	70	joins	O
788	70	Twitter	B-COMPANY
789	70	50	O
790	70	years	O
791	70	after	O
792	70	JFK	B-PERSON
793	70	campaign	O
794	70	:	O
795	70	Had	O
796	70	Twitter	B-COMPANY
797	70	been	O
798	70	an	O
799	70	option	O
800	70	in	O
801	70	1960	O
802	70	,	O
803	70	a	O
804	70	pregnant	O
805	70	Jacquelin	B-PERSON
806	70	...	O
807	71	http://yhoo.it/9VAD4A	O
808	72	Cant	O
809	72	wait	O
810	72	for	O
811	72	the	O
812	72	ravens	B-SPORTSTEAM
813	72	game	O
814	72	tomorrow	O
815	72	....	O
816	73	go	O
817	73	ray	B-PERSON
818	73	rice	I-PERSON
819	73	!!!!!!!	O
820	74	Always	O
821	74	kinda	O
822	74	awkward	O
823	74	when	O
824	74	you	O
825	74	get	O
826	74	the	O
827	74	chat	O
828	74	group	O
829	74	wrong	O
830	74	in	O
831	74	WoW	B-PRODUCT
832	74	.	O
833	75	Sometimes	O
834	75	you	O
835	75	don't	O
836	75	want	O
837	75	the	O
838	75	tank	O
839	75	to	O
840	75	know	O
841	75	you're	O
842	75	dissin	O
843	75	'	O
844	75	him	O
845	75	.	O
846	76	Oops	O
847	76	.	O
848	77	Wtf	O
849	77	do	O
850	77	i	O
851	77	have	O
852	77	a	O
853	77	stupid	O
854	77	3hr	O
855	77	shift	O
856	77	tonight	O
857	77	!!	O
858	78	I	O
859	78	wanna	O
860	78	go	O
861	78	out	O
862	78	and	O
863	78	have	O
864	78	fun	O
865	78	:(	O
866	78	Oh	O
867	78	well	O
868	78	time	O
869	78	to	O
870	78	watch	O
871	78	some	O
872	78	Jersey	B-TVSHOW
873	78	Shore	I-TVSHOW
874	78	haha	O
875	78	At	O
876	78	7pm	O
877	78	we'll	O
878	78	show	O
879	78	the	O
880	78	Awarded	O
881	78	movie	O
882	78	""""	O
883	78	Agora	B-MOVIE
884	78	""""	O
885	78	by	O
886	78	Spanish	O
887	78	director	O
888	78	Alex	B-PERSON
889	78	Amenabar	I-PERSON
890	78	who	O
891	78	directed	O
892	78	""""	O
893	78	Mar	B-MOVIE
894	78	Adentro	I-MOVIE
895	78	""""	O
896	78	""""	O
897	78	The	B-MOVIE
898	78	Sea	I-MOVIE
899	78	Inside	I-MOVIE
900	78	""""	O
901	78	.	O
902	79	W/Rachel	B-PERSON
903	79	Weisz	I-PERSON
904	79	.	O
905	80	Men	O
906	80	's	O
907	80	soccer	O
908	80	vs	O
909	80	.	O
910	81	Crown	B-SPORTSTEAM
911	81	College	I-SPORTSTEAM
912	81	at	O
913	81	home	O
914	81	tomorrow	O
915	81	at	O
916	81	2	O
917	81	pm	O
918	81	.	O
919	82	Come	O
920	82	support	O
921	82	your	O
922	82	Eagles	B-SPORTSTEAM
923	82	!	O
924	83	Praying	O
925	83	for	O
926	83	you	O
927	83	guys	O
928	83	!	O
929	84	#aberdeen	O
930	84	RT	O
931	84	@flook_firehose2010Polar	O
932	84	Bear	O
933	84	http://flook.it/c/1H1HZq	O
934	85	Sun	O
935	85	,	O
936	85	17	O
937	85	Oct	O
938	85	2010	O
939	85	at	O
940	85	10:28	O
941	85	am	O
942	85	The	O
943	85	Tunnels	O
944	85	Carnegies	O
945	85	Brae	O
946	85	Aberdeen	O
947	85	Un	O
948	85	...	O
949	86	Checking	O
950	86	out	O
951	86	this	O
952	86	weeks	O
953	86	tell	O
954	86	'	O
955	86	em	O
956	86	Steve	B-PERSON
957	86	Dave	I-PERSON
958	86	Podcast	O
959	86	@MakethisRalate	O
960	86	good	O
961	86	luck	O
962	86	at	O
963	86	Elliot	O
964	86	Miner	O
965	86	:D	O
966	86	yous	O
967	86	were	O
968	86	greaaaat	O
969	86	tonight	O
970	86	<	O
971	86	3	O
972	86	xx	O
973	86	http://bit.ly/aTTQYq	O
974	87	When	O
975	87	Pepsi	B-COMPANY
976	87	to	O
977	87	ring	O
978	87	usually	O
979	87	confirm	O
980	87	to	O
981	87	,	O
982	87	winning	O
983	87	a	O
984	87	Nokia	B-PRODUCT
985	87	5800	I-PRODUCT
986	87	?	O
987	88	Exclusive	O
988	88	:	O
989	88	Rep	O
990	88	.	O
991	89	Steve	B-PERSON
992	89	King	I-PERSON
993	89	on	O
994	89	ObamaCare	O
995	89	,	O
996	89	Tea	O
997	89	Party	O
998	89	,	O
999	89	and	O
1000	89	Constitution	B-OTHER
1001	89	Day	I-OTHER
1002	89	:	O
1003	89	The	O
1004	89	inclusion	O
1005	89	of	O
1006	89	the	O
1007	89	Tenth	O
1008	89	Amendment	O
1009	89	in	O
1010	89	...	O
1011	90	http://bit.ly/cYITA8	O
1012	91	Google	B-PRODUCT
1013	91	Music	I-PRODUCT
1014	91	Rumors	O
1015	91	:	O
1016	91	Labels	O
1017	91	Happy	O
1018	91	About	O
1019	91	iTunes	B-COMPANY
1020	91	Alternative	O
1021	91	?	O
1022	92	-	O
1023	92	Techland	B-COMPANY
1024	92	-	O
1025	92	TIME	O
1026	92	.	O
1027	93	com	O
1028	93	http://bit.ly/a4kSfV	O
1029	94	I	O
1030	94	liked	O
1031	94	a	O
1032	94	YouTube	B-COMPANY
1033	94	video	O
1034	94	--	O
1035	94	Family	B-TVSHOW
1036	94	Guy	I-TVSHOW
1037	94	-	O
1038	94	Songs	O
1039	94	Named	O
1040	94	After	O
1041	94	a	O
1042	94	Girl	O
1043	94	http://youtu.be/ErPsx8zdnX4?a	O
1044	95	In	O
1045	95	bed	O
1046	95	watching	O
1047	95	Day	O
1048	95	51	O
1049	95	HLs	O
1050	95	.	O
1051	96	Awaiting	O
1052	96	Marcus	B-PERSON
1053	96	Bentley	I-PERSON
1054	96	!	O
1055	97	#BB11	B-TVSHOW
1056	97	Small	O
1057	97	Biz	O
1058	97	Tech	O
1059	97	Tour	O
1060	97	2010	O
1061	97	Launches	O
1062	97	Five	O
1063	97	City	O
1064	97	Tour	O
1065	97	MONTCLAIR	B-GEO-LOC
1066	97	N.J.	B-GEO-LOC
1067	98	...:	O
1068	99	The	O
1069	99	all	O
1070	99	day	O
1071	99	event	O
1072	99	features	O
1073	99	America's...	O
1074	100	http://tinyurl.com/28hd9fu	O
1075	101	#fb	O
1076	101	After	O
1077	101	a	O
1078	101	great	O
1079	101	two	O
1080	101	days	O
1081	101	of	O
1082	101	meetings	O
1083	101	with	O
1084	101	Houston	B-GEO-LOC
1085	101	,	O
1086	101	Fes	B-PERSON
1087	101	is	O
1088	101	back	O
1089	101	in	O
1090	101	Salt	B-GEO-LOC
1091	101	Lake	I-GEO-LOC
1092	101	.	O
1093	102	Find	O
1094	102	us	O
1095	102	at	O
1096	102	Tipitina	B-FACILITY
1097	102	's	O
1098	102	tonight	O
1099	102	and	O
1100	102	mention	O
1101	102	that	O
1102	102	you're	O
1103	102	following	O
1104	102	us	O
1105	102	on	O
1106	102	Twitter	B-COMPANY
1107	102	and	O
1108	102	get	O
1109	102	a	O
1110	102	FREE	O
1111	102	Fried	O
1112	102	Mac	O
1113	102	N	O
1114	102	'	O
1115	102	Cheese	O
1116	102	ball	O
1117	102	with	O
1118	102	any	O
1119	102	order	O
1120	102	!	O
1121	103	Not	O
1122	103	only	O
1123	103	is	O
1124	103	it	O
1125	103	#BattlestarGalactica	O
1126	103	's	O
1127	103	32nd	O
1128	103	Anniversary	O
1129	103	,	O
1130	103	tonite	O
1131	103	is	O
1132	103	the	O
1133	103	3rd	O
1134	103	season	O
1135	103	premiere	O
1136	103	of	O
1137	103	#StarWars	O
1138	103	#TheCloneWars	O
1139	103	!!	O
1140	104	You	O
1141	104	Get	O
1142	104	What	O
1143	104	You	O
1144	104	Give	O
1145	104	~	O
1146	104	Zac	B-MUSICARTIST
1147	104	Brown	I-MUSICARTIST
1148	104	Band	I-MUSICARTIST
1149	104	40	O
1150	104	days	O
1151	104	in	O
1152	104	the	O
1153	104	top	O
1154	104	100	O
1155	104	Release	O
1156	104	Date	O
1157	104	:	O
1158	104	September	O
1159	104	21	O
1160	104	,	O
1161	104	2010Buy	O
1162	104	new	O
1163	104	:	O
1164	104	$	O
1165	104	18.98	O
1166	105	$	O
1167	105	...	O
1168	106	http://amzn.to/9Cfkpc	O
1169	107	Greek	B-OTHER
1170	107	Festival	I-OTHER
1171	107	at	O
1172	107	St	B-GEO-LOC
1173	107	Johns	I-GEO-LOC
1174	107	before	O
1175	107	ASPEN	B-GEO-LOC
1176	107	Snooth	O
1177	107	Talk	O
1178	107	:	O
1179	107	Zinfandel	O
1180	107	Port	O
1181	107	:	O
1182	107	This	O
1183	107	week	O
1184	107	is	O
1185	107	all	O
1186	107	about	O
1187	107	Zinfandel	O
1188	107	,	O
1189	107	and	O
1190	107	just	O
1191	107	last	O
1192	107	night	O
1193	107	I	O
1194	107	released	O
1195	107	a	O
1196	107	post	O
1197	107	on	O
1198	107	Zinfandel	O
1199	107	...	O
1200	108	http://bit.ly/972Sik	O
1201	109	After	B-PRODUCT
1202	109	Eventide	I-PRODUCT
1203	109	Kindle	B-PRODUCT
1204	109	EditionBy	O
1205	109	Catherine	B-PERSON
1206	109	Olson	I-PERSON
1207	109	Buy	O
1208	109	new	O
1209	109	:	O
1210	109	$	O
1211	109	6.49	O
1212	110	Customer	O
1213	110	R	O
1214	110	...	O
1215	111	http://tinyurl.com/25e59fk	O
1216	112	#twilight	O
1217	112	Jessica	B-PERSON
1218	112	Simpson	I-PERSON
1219	112	is	O
1220	112	PREGNANT	O
1221	112	!?!:	O
1222	113	Jessica	B-PERSON
1223	113	Simpson	I-PERSON
1224	113	is	O
1225	113	pregnant	O
1226	113	??	O
1227	114	Simpson	B-PERSON
1228	114	is	O
1229	114	pregnant	O
1230	114	with	O
1231	114	her	O
1232	114	barely	O
1233	114	4-month	O
1234	114	boyfrien	O
1235	114	...	O
1236	115	http://bit.ly/aoempS	O
1237	116	Don	B-PERSON
1238	116	Mattingly	I-PERSON
1239	116	will	O
1240	116	replace	O
1241	116	Joe	B-PERSON
1242	116	Torre	I-PERSON
1243	116	as	O
1244	116	LA	B-SPORTSTEAM
1245	116	Dodgers	I-SPORTSTEAM
1246	116	manager	O
1247	116	after	O
1248	116	this	O
1249	116	season	O
1250	116	last	O
1251	116	day	O
1252	116	of	O
1253	116	sorting	O
1254	116	pope	B-PERSON
1255	116	visit	O
1256	116	to	O
1257	116	birmingham	B-GEO-LOC
1258	116	stuff	O
1259	116	out	O
1260	116	.....	O
1261	117	hope	O
1262	117	it	O
1263	117	goes	O
1264	117	ok	O
1265	117	on	O
1266	117	sunday	O
1267	117	!!	O
1268	118	QUAKE	O
1269	118	:	O
1270	118	Mag	O
1271	118	4.5	O
1272	119	,	O
1273	119	Saturday	O
1274	119	,	O
1275	119	September	O
1276	119	18	O
1277	119	2010	O
1278	119	at	O
1279	119	10:03	O
1280	119	am	O
1281	119	NZST	O
1282	119	,	O
1283	119	20	O
1284	119	km	O
1285	119	south-west	O
1286	119	of	O
1287	119	Christchurch	B-GEO-LOC
1288	119	.	O
1289	120	http://tinyurl.com/265n4mx	O
1290	121	#eqnz	O
1291	121	Day	O
1292	121	three	O
1293	121	of	O
1294	121	St	B-OTHER
1295	121	John	I-OTHER
1296	121	's	I-OTHER
1297	121	wort	I-OTHER
1298	121	tea	O
1299	121	for	O
1300	121	anxiety	O
1301	121	.	O
1302	122	So	O
1303	122	far	O
1304	122	today	O
1305	122	I	O
1306	122	havent	O
1307	122	had	O
1308	122	a	O
1309	122	panic	O
1310	122	attack...we'll	O
1311	123	see	O
1312	123	if	O
1313	123	this	O
1314	123	works	O
1315	123	!	O
1316	124	PLANO	B-OTHER
1317	124	BALLOON	I-OTHER
1318	124	FESTIVAL	I-OTHER
1319	124	2010	I-OTHER
1320	124	TO	O
1321	124	START	O
1322	124	TODAY	O
1323	124	:	O
1324	124	The	B-OTHER
1325	124	31st	I-OTHER
1326	124	annual	I-OTHER
1327	124	Plano	I-OTHER
1328	124	Balloon	I-OTHER
1329	124	Festival	I-OTHER
1330	124	,	O
1331	124	Plano	B-OTHER
1332	124	Balloon	I-OTHER
1333	124	Festival	I-OTHER
1334	124	2	O
1335	124	...	O
1336	125	http://tinyurl.com/22kg6uz	O
